timestamp,calls
2026-01-01T00:00:00+00:00,100.2
2026-01-02T00:00:00+00:00,110.2
2026-01-03T00:00:00+00:00,96.8
2026-01-04T00:00:00+00:00,109.5
2026-01-05T00:00:00+00:00,104.5
2026-01-06T00:00:00+00:00,91.2
2026-01-07T00:00:00+00:00,95.2
2026-01-08T00:00:00+00:00,104.8
2026-01-09T00:00:00+00:00,114.5
2026-01-10T00:00:00+00:00,100.5
2026-01-11T00:00:00+00:00,114.2
2026-01-12T00:00:00+00:00,108.2
2026-01-13T00:00:00+00:00,95.8
2026-01-14T00:00:00+00:00,99.5
2026-01-15T00:00:00+00:00,108.5
2026-01-16T00:00:00+00:00,119.2
2026-01-17T00:00:00+00:00,104.2
2026-01-18T00:00:00+00:00,118.8
2026-01-19T00:00:00+00:00,112.5
2026-01-20T00:00:00+00:00,99.5
2026-01-21T00:00:00+00:00,104.2
2026-01-22T00:00:00+00:00,112.2
2026-01-23T00:00:00+00:00,123.8
2026-01-24T00:00:00+00:00,108.5
2026-01-25T00:00:00+00:00,122.5
2026-01-26T00:00:00+00:00,117.2
2026-01-27T00:00:00+00:00,103.2
2026-01-28T00:00:00+00:00,108.8
2026-01-29T00:00:00+00:00,116.5
2026-01-30T00:00:00+00:00,127.5
2026-01-31T00:00:00+00:00,113.2
2026-02-01T00:00:00+00:00,126.2
2026-02-02T00:00:00+00:00,121.8
2026-02-03T00:00:00+00:00,107.5
2026-02-04T00:00:00+00:00,112.5
2026-02-05T00:00:00+00:00,121.2
2026-02-06T00:00:00+00:00,131.2
2026-02-07T00:00:00+00:00,117.8
2026-02-08T00:00:00+00:00,130.5
2026-02-09T00:00:00+00:00,125.5
2026-02-10T00:00:00+00:00,112.2
2026-02-11T00:00:00+00:00,116.2
2026-02-12T00:00:00+00:00,125.8
2026-02-13T00:00:00+00:00,135.5
2026-02-14T00:00:00+00:00,121.5
2026-02-15T00:00:00+00:00,135.2
2026-02-16T00:00:00+00:00,129.2
2026-02-17T00:00:00+00:00,116.8
2026-02-18T00:00:00+00:00,120.5
2026-02-19T00:00:00+00:00,129.5
2026-02-20T00:00:00+00:00,140.2
2026-02-21T00:00:00+00:00,125.2
2026-02-22T00:00:00+00:00,139.8
2026-02-23T00:00:00+00:00,133.5
2026-02-24T00:00:00+00:00,120.5
2026-02-25T00:00:00+00:00,125.2
2026-02-26T00:00:00+00:00,133.2
2026-02-27T00:00:00+00:00,144.8
2026-02-28T00:00:00+00:00,129.5
2026-03-01T00:00:00+00:00,143.5
2026-03-02T00:00:00+00:00,138.2
2026-03-03T00:00:00+00:00,124.2
2026-03-04T00:00:00+00:00,129.8
2026-03-05T00:00:00+00:00,137.5
2026-03-06T00:00:00+00:00,148.5
2026-03-07T00:00:00+00:00,134.2
2026-03-08T00:00:00+00:00,147.2
2026-03-09T00:00:00+00:00,142.8
2026-03-10T00:00:00+00:00,128.5
2026-03-11T00:00:00+00:00,133.5
2026-03-12T00:00:00+00:00,142.2
2026-03-13T00:00:00+00:00,152.2
2026-03-14T00:00:00+00:00,138.8
2026-03-15T00:00:00+00:00,151.5
2026-03-16T00:00:00+00:00,146.5
2026-03-17T00:00:00+00:00,133.2
2026-03-18T00:00:00+00:00,137.2
2026-03-19T00:00:00+00:00,146.8
2026-03-20T00:00:00+00:00,156.5
2026-03-21T00:00:00+00:00,142.5
2026-03-22T00:00:00+00:00,156.2
2026-03-23T00:00:00+00:00,150.2
2026-03-24T00:00:00+00:00,137.8
2026-03-25T00:00:00+00:00,141.5
2026-03-26T00:00:00+00:00,150.5
2026-03-27T00:00:00+00:00,161.2
2026-03-28T00:00:00+00:00,146.2
2026-03-29T00:00:00+00:00,160.8
2026-03-30T00:00:00+00:00,154.5
2026-03-31T00:00:00+00:00,141.5
