timestamp,calls
2026-01-01T00:00:00+00:00,100.0
2026-01-02T00:00:00+00:00,101.6633
2026-01-03T00:00:00+00:00,103.2539
2026-01-04T00:00:00+00:00,104.7023
2026-01-05T00:00:00+00:00,105.9452
2026-01-06T00:00:00+00:00,106.9282
2026-01-07T00:00:00+00:00,107.6085
2026-01-08T00:00:00+00:00,107.9562
2026-01-09T00:00:00+00:00,107.9562
2026-01-10T00:00:00+00:00,107.6085
2026-01-11T00:00:00+00:00,106.9282
2026-01-12T00:00:00+00:00,105.9452
2026-01-13T00:00:00+00:00,104.7023
2026-01-14T00:00:00+00:00,103.2539
2026-01-15T00:00:00+00:00,101.6633
2026-01-16T00:00:00+00:00,100.0
2026-01-17T00:00:00+00:00,98.3367
2026-01-18T00:00:00+00:00,96.7461
2026-01-19T00:00:00+00:00,95.2977
2026-01-20T00:00:00+00:00,94.0548
2026-01-21T00:00:00+00:00,93.0718
2026-01-22T00:00:00+00:00,92.3915
2026-01-23T00:00:00+00:00,92.0438
2026-01-24T00:00:00+00:00,92.0438
2026-01-25T00:00:00+00:00,92.3915
2026-01-26T00:00:00+00:00,93.0718
2026-01-27T00:00:00+00:00,94.0548
2026-01-28T00:00:00+00:00,95.2977
2026-01-29T00:00:00+00:00,96.7461
2026-01-30T00:00:00+00:00,98.3367
2026-01-31T00:00:00+00:00,99.0
2026-02-01T00:00:00+00:00,102.6633
2026-02-02T00:00:00+00:00,102.7539
2026-02-03T00:00:00+00:00,105.2023
2026-02-04T00:00:00+00:00,104.7452
2026-02-05T00:00:00+00:00,108.1282
2026-02-06T00:00:00+00:00,106.8085
2026-02-07T00:00:00+00:00,108.7562
2026-02-08T00:00:00+00:00,107.6562
2026-02-09T00:00:00+00:00,107.9085
2026-02-10T00:00:00+00:00,105.8282
2026-02-11T00:00:00+00:00,107.0452
2026-02-12T00:00:00+00:00,104.1023
2026-02-13T00:00:00+00:00,103.8539
2026-02-14T00:00:00+00:00,102.0633
2026-02-15T00:00:00+00:00,99.6
2026-02-16T00:00:00+00:00,98.7367
2026-02-17T00:00:00+00:00,96.3461
2026-02-18T00:00:00+00:00,95.6977
2026-02-19T00:00:00+00:00,93.6548
2026-02-20T00:00:00+00:00,93.4718
2026-02-21T00:00:00+00:00,91.9915
2026-02-22T00:00:00+00:00,92.4438
2026-02-23T00:00:00+00:00,91.6438
2026-02-24T00:00:00+00:00,92.7915
2026-02-25T00:00:00+00:00,92.6718
2026-02-26T00:00:00+00:00,94.4548
2026-02-27T00:00:00+00:00,94.8977
2026-02-28T00:00:00+00:00,97.1461
2026-03-01T00:00:00+00:00,97.9367
2026-03-02T00:00:00+00:00,101.0
2026-03-03T00:00:00+00:00,104.6633
2026-03-04T00:00:00+00:00,104.7539
2026-03-05T00:00:00+00:00,107.2023
2026-03-06T00:00:00+00:00,106.7452
2026-03-07T00:00:00+00:00,110.1282
2026-03-08T00:00:00+00:00,108.8085
2026-03-09T00:00:00+00:00,110.7562
2026-03-10T00:00:00+00:00,109.6562
2026-03-11T00:00:00+00:00,109.9085
2026-03-12T00:00:00+00:00,107.8282
2026-03-13T00:00:00+00:00,109.0452
2026-03-14T00:00:00+00:00,106.1023
2026-03-15T00:00:00+00:00,105.8539
2026-03-16T00:00:00+00:00,104.0633
2026-03-17T00:00:00+00:00,101.6
2026-03-18T00:00:00+00:00,100.7367
2026-03-19T00:00:00+00:00,98.3461
2026-03-20T00:00:00+00:00,97.6977
2026-03-21T00:00:00+00:00,95.6548
2026-03-22T00:00:00+00:00,95.4718
2026-03-23T00:00:00+00:00,93.9915
2026-03-24T00:00:00+00:00,94.4438
2026-03-25T00:00:00+00:00,93.6438
2026-03-26T00:00:00+00:00,94.7915
2026-03-27T00:00:00+00:00,94.6718
2026-03-28T00:00:00+00:00,96.4548
2026-03-29T00:00:00+00:00,96.8977
2026-03-30T00:00:00+00:00,99.1461
2026-03-31T00:00:00+00:00,99.9367
