timestamp,calls
2026-01-01T00:00:00+00:00,100.2
2026-01-02T00:00:00+00:00,109.0
2026-01-03T00:00:00+00:00,94.4
2026-01-04T00:00:00+00:00,105.9
2026-01-05T00:00:00+00:00,99.7
2026-01-06T00:00:00+00:00,85.2
2026-01-07T00:00:00+00:00,88.0
2026-01-08T00:00:00+00:00,96.4
2026-01-09T00:00:00+00:00,104.9
2026-01-10T00:00:00+00:00,89.7
2026-01-11T00:00:00+00:00,102.2
2026-01-12T00:00:00+00:00,95.0
2026-01-13T00:00:00+00:00,81.4
2026-01-14T00:00:00+00:00,83.9
2026-01-15T00:00:00+00:00,91.7
2026-01-16T00:00:00+00:00,101.2
2026-01-17T00:00:00+00:00,85.0
2026-01-18T00:00:00+00:00,98.4
2026-01-19T00:00:00+00:00,90.9
2026-01-20T00:00:00+00:00,76.7
2026-01-21T00:00:00+00:00,80.2
2026-01-22T00:00:00+00:00,87.0
2026-01-23T00:00:00+00:00,97.4
2026-01-24T00:00:00+00:00,80.9
2026-01-25T00:00:00+00:00,93.7
2026-01-26T00:00:00+00:00,87.2
2026-01-27T00:00:00+00:00,72.0
2026-01-28T00:00:00+00:00,76.4
2026-01-29T00:00:00+00:00,82.9
2026-01-30T00:00:00+00:00,92.7
2026-01-31T00:00:00+00:00,77.2
2026-02-01T00:00:00+00:00,89.0
2026-02-02T00:00:00+00:00,83.4
2026-02-03T00:00:00+00:00,67.9
2026-02-04T00:00:00+00:00,71.7
2026-02-05T00:00:00+00:00,79.2
2026-02-06T00:00:00+00:00,88.0
2026-02-07T00:00:00+00:00,73.4
2026-02-08T00:00:00+00:00,84.9
2026-02-09T00:00:00+00:00,78.7
2026-02-10T00:00:00+00:00,64.2
2026-02-11T00:00:00+00:00,67.0
2026-02-12T00:00:00+00:00,75.4
2026-02-13T00:00:00+00:00,83.9
2026-02-14T00:00:00+00:00,68.7
2026-02-15T00:00:00+00:00,81.2
2026-02-16T00:00:00+00:00,74.0
2026-02-17T00:00:00+00:00,60.4
2026-02-18T00:00:00+00:00,62.9
2026-02-19T00:00:00+00:00,70.7
2026-02-20T00:00:00+00:00,80.2
2026-02-21T00:00:00+00:00,64.0
2026-02-22T00:00:00+00:00,77.4
2026-02-23T00:00:00+00:00,69.9
2026-02-24T00:00:00+00:00,55.7
2026-02-25T00:00:00+00:00,59.2
2026-02-26T00:00:00+00:00,66.0
2026-02-27T00:00:00+00:00,76.4
2026-02-28T00:00:00+00:00,59.9
2026-03-01T00:00:00+00:00,72.7
2026-03-02T00:00:00+00:00,66.2
2026-03-03T00:00:00+00:00,51.0
2026-03-04T00:00:00+00:00,55.4
2026-03-05T00:00:00+00:00,61.9
2026-03-06T00:00:00+00:00,71.7
2026-03-07T00:00:00+00:00,56.2
2026-03-08T00:00:00+00:00,68.0
2026-03-09T00:00:00+00:00,62.4
2026-03-10T00:00:00+00:00,46.9
2026-03-11T00:00:00+00:00,50.7
2026-03-12T00:00:00+00:00,58.2
2026-03-13T00:00:00+00:00,67.0
2026-03-14T00:00:00+00:00,52.4
2026-03-15T00:00:00+00:00,63.9
2026-03-16T00:00:00+00:00,57.7
2026-03-17T00:00:00+00:00,43.2
2026-03-18T00:00:00+00:00,46.0
2026-03-19T00:00:00+00:00,54.4
2026-03-20T00:00:00+00:00,62.9
2026-03-21T00:00:00+00:00,47.7
2026-03-22T00:00:00+00:00,60.2
2026-03-23T00:00:00+00:00,53.0
2026-03-24T00:00:00+00:00,39.4
2026-03-25T00:00:00+00:00,41.9
2026-03-26T00:00:00+00:00,49.7
2026-03-27T00:00:00+00:00,59.2
2026-03-28T00:00:00+00:00,43.0
2026-03-29T00:00:00+00:00,56.4
2026-03-30T00:00:00+00:00,48.9
2026-03-31T00:00:00+00:00,34.7
