timestamp,calls
2026-01-01T00:00:00+00:00,100.2
2026-01-02T00:00:00+00:00,110.8
2026-01-03T00:00:00+00:00,98.0144
2026-01-04T00:00:00+00:00,111.3434
2026-01-05T00:00:00+00:00,106.9871
2026-01-06T00:00:00+00:00,94.3457
2026-01-07T00:00:00+00:00,99.0195
2026-01-08T00:00:00+00:00,109.3085
2026-01-09T00:00:00+00:00,119.713
2026-01-10T00:00:00+00:00,106.4332
2026-01-11T00:00:00+00:00,120.8692
2026-01-12T00:00:00+00:00,115.6212
2026-01-13T00:00:00+00:00,103.9895
2026-01-14T00:00:00+00:00,108.4741
2026-01-15T00:00:00+00:00,118.2754
2026-01-16T00:00:00+00:00,129.7935
2026-01-17T00:00:00+00:00,115.6287
2026-01-18T00:00:00+00:00,131.081
2026-01-19T00:00:00+00:00,125.6508
2026-01-20T00:00:00+00:00,113.5382
2026-01-21T00:00:00+00:00,119.1434
2026-01-22T00:00:00+00:00,128.0668
2026-01-23T00:00:00+00:00,140.6084
2026-01-24T00:00:00+00:00,126.2685
2026-01-25T00:00:00+00:00,141.2473
2026-01-26T00:00:00+00:00,136.945
2026-01-27T00:00:00+00:00,123.962
2026-01-28T00:00:00+00:00,130.5983
2026-01-29T00:00:00+00:00,139.3543
2026-01-30T00:00:00+00:00,151.4302
2026-01-31T00:00:00+00:00,138.2261
2026-02-01T00:00:00+00:00,152.3424
2026-02-02T00:00:00+00:00,149.0793
2026-02-03T00:00:00+00:00,135.9371
2026-02-04T00:00:00+00:00,142.1159
2026-02-05T00:00:00+00:00,152.0161
2026-02-06T00:00:00+00:00,163.2379
2026-02-07T00:00:00+00:00,151.0816
2026-02-08T00:00:00+00:00,165.0474
2026-02-09T00:00:00+00:00,161.3355
2026-02-10T00:00:00+00:00,149.3464
2026-02-11T00:00:00+00:00,154.6801
2026-02-12T00:00:00+00:00,165.6371
2026-02-13T00:00:00+00:00,176.7175
2026-02-14T00:00:00+00:00,164.1217
2026-02-15T00:00:00+00:00,179.25
2026-02-16T00:00:00+00:00,174.7026
2026-02-17T00:00:00+00:00,163.7798
2026-02-18T00:00:00+00:00,168.982
2026-02-19T00:00:00+00:00,179.5094
2026-02-20T00:00:00+00:00,191.7623
2026-02-21T00:00:00+00:00,178.341
2026-02-22T00:00:00+00:00,194.5459
2026-02-23T00:00:00+00:00,189.8773
2026-02-24T00:00:00+00:00,178.5354
2026-02-25T00:00:00+00:00,184.9206
2026-02-26T00:00:00+00:00,194.6333
2026-02-27T00:00:00+00:00,207.9737
2026-02-28T00:00:00+00:00,194.4422
2026-03-01T00:00:00+00:00,210.2391
2026-03-02T00:00:00+00:00,206.7647
2026-03-03T00:00:00+00:00,194.6195
2026-03-04T00:00:00+00:00,202.1037
2026-03-05T00:00:00+00:00,211.7178
2026-03-06T00:00:00+00:00,224.662
2026-03-07T00:00:00+00:00,212.3367
2026-03-08T00:00:00+00:00,227.3424
2026-03-09T00:00:00+00:00,224.9793
2026-03-10T00:00:00+00:00,212.7478
2026-03-11T00:00:00+00:00,219.8484
2026-03-12T00:00:00+00:00,230.6814
2026-03-13T00:00:00+00:00,242.8472
2026-03-14T00:00:00+00:00,231.6461
2026-03-15T00:00:00+00:00,246.5787
2026-03-16T00:00:00+00:00,243.8452
2026-03-17T00:00:00+00:00,232.8462
2026-03-18T00:00:00+00:00,239.1819
2026-03-19T00:00:00+00:00,251.1529
2026-03-20T00:00:00+00:00,263.2596
2026-03-21T00:00:00+00:00,251.7023
2026-03-22T00:00:00+00:00,267.8815
2026-03-23T00:00:00+00:00,264.3977
2026-03-24T00:00:00+00:00,254.5512
2026-03-25T00:00:00+00:00,260.8427
2026-03-26T00:00:00+00:00,272.4724
2026-03-27T00:00:00+00:00,285.8408
2026-03-28T00:00:00+00:00,273.5485
2026-03-29T00:00:00+00:00,290.8959
2026-03-30T00:00:00+00:00,287.3835
2026-03-31T00:00:00+00:00,277.2117
